Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_seconds,Sector1Time_seconds,Sector2Time_seconds,Sector3Time_seconds,LapStartTime_seconds,PitInTime_seconds,PitOutTime_seconds,Sector1SessionTime_seconds,Sector2SessionTime_seconds,Sector3SessionTime_seconds
0 days 02:24:51.482000,LEC,16,0 days 00:01:28.273000,58.0,3.0,,,0 days 00:00:17.673000,0 days 00:00:37.851000,0 days 00:00:32.749000,0 days 02:23:40.912000,0 days 02:24:18.763000,0 days 02:24:51.512000,292.0,302.0,205.0,312.0,False,MEDIUM,22.0,False,Ferrari,0 days 02:23:23.209000,2025-12-07 14:28:30.272,1,4.0,False,,False,True,88.273,17.673,37.851,32.749,8603.209,,,8620.912,8658.763,8691.512
0 days 00:59:56.187000,RUS,63,0 days 00:01:35.453000,1.0,1.0,,,,0 days 00:00:39.053000,0 days 00:00:33.890000,,0 days 00:59:22.547000,0 days 00:59:56.389000,283.0,310.0,214.0,315.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:58:20.522000,2025-12-07 13:03:27.585,1,6.0,False,,False,False,95.453,,39.053,33.89,3500.522,,,,3562.547,3596.389
0 days 01:01:26.816000,RUS,63,0 days 00:01:30.629000,2.0,1.0,,,0 days 00:00:18.205000,0 days 00:00:38.156000,0 days 00:00:34.268000,0 days 01:00:14.451000,0 days 01:00:52.607000,0 days 01:01:26.875000,289.0,310.0,211.0,326.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:59:56.187000,2025-12-07 13:05:03.250,1,6.0,False,,False,True,90.629,18.205,38.156,34.268,3596.187,,,3614.451,3652.607,3686.875
0 days 01:02:56.883000,RUS,63,0 days 00:01:30.067000,3.0,1.0,,,0 days 00:00:18.098000,0 days 00:00:37.961000,0 days 00:00:34.008000,0 days 01:01:44.973000,0 days 01:02:22.934000,0 days 01:02:56.942000,286.0,298.0,212.0,314.0,True,MEDIUM,3.0,True,Mercedes,0 days 01:01:26.816000,2025-12-07 13:06:33.879,1,6.0,False,,False,True,90.067,18.098,37.961,34.008,3686.816,,,3704.973,3742.934,3776.942
0 days 01:04:26.220000,RUS,63,0 days 00:01:29.337000,4.0,1.0,,,0 days 00:00:17.944000,0 days 00:00:37.971000,0 days 00:00:33.422000,0 days 01:03:14.886000,0 days 01:03:52.857000,0 days 01:04:26.279000,290.0,296.0,211.0,320.0,True,MEDIUM,4.0,True,Mercedes,0 days 01:02:56.883000,2025-12-07 13:08:03.946,1,5.0,False,,False,True,89.337,17.944,37.971,33.422,3776.883,,,3794.886,3832.857,3866.279
0 days 01:05:56.209000,RUS,63,0 days 00:01:29.989000,5.0,1.0,,,0 days 00:00:18.020000,0 days 00:00:38.431000,0 days 00:00:33.538000,0 days 01:04:44.299000,0 days 01:05:22.730000,0 days 01:05:56.268000,286.0,294.0,210.0,315.0,False,MEDIUM,5.0,True,Mercedes,0 days 01:04:26.220000,2025-12-07 13:09:33.283,1,5.0,False,,False,True,89.989,18.02,38.431,33.538,3866.22,,,3884.299,3922.73,3956.268
0 days 01:07:26.138000,RUS,63,0 days 00:01:29.929000,6.0,1.0,,,0 days 00:00:18.088000,0 days 00:00:38.414000,0 days 00:00:33.427000,0 days 01:06:14.356000,0 days 01:06:52.770000,0 days 01:07:26.197000,288.0,296.0,211.0,324.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:05:56.209000,2025-12-07 13:11:03.272,1,5.0,False,,False,True,89.929,18.088,38.414,33.427,3956.209,,,3974.356,4012.77,4046.197
0 days 01:08:55.897000,RUS,63,0 days 00:01:29.759000,7.0,1.0,,,0 days 00:00:17.993000,0 days 00:00:38.472000,0 days 00:00:33.294000,0 days 01:07:44.190000,0 days 01:08:22.662000,0 days 01:08:55.956000,287.0,301.0,213.0,306.0,False,MEDIUM,7.0,True,Mercedes,0 days 01:07:26.138000,2025-12-07 13:12:33.201,1,5.0,False,,False,True,89.759,17.993,38.472,33.294,4046.138,,,4064.19,4102.662,4135.956
0 days 01:10:26.021000,RUS,63,0 days 00:01:30.124000,8.0,1.0,,,0 days 00:00:18.046000,0 days 00:00:38.364000,0 days 00:00:33.714000,0 days 01:09:14.002000,0 days 01:09:52.366000,0 days 01:10:26.080000,285.0,304.0,209.0,310.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:08:55.897000,2025-12-07 13:14:02.960,1,5.0,False,,False,True,90.124,18.046,38.364,33.714,4135.897,,,4154.002,4192.366,4226.08
0 days 01:11:56.226000,RUS,63,0 days 00:01:30.205000,9.0,1.0,,,0 days 00:00:18.130000,0 days 00:00:38.599000,0 days 00:00:33.476000,0 days 01:10:44.210000,0 days 01:11:22.809000,0 days 01:11:56.285000,284.0,306.0,210.0,311.0,False,MEDIUM,9.0,True,Mercedes,0 days 01:10:26.021000,2025-12-07 13:15:33.084,1,5.0,False,,False,True,90.205,18.13,38.599,33.476,4226.021,,,4244.21,4282.809,4316.285
0 days 01:13:26.232000,RUS,63,0 days 00:01:30.006000,10.0,1.0,,,0 days 00:00:18.021000,0 days 00:00:38.596000,0 days 00:00:33.389000,0 days 01:12:14.306000,0 days 01:12:52.902000,0 days 01:13:26.291000,286.0,304.0,210.0,311.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:11:56.226000,2025-12-07 13:17:03.289,1,5.0,False,,False,True,90.006,18.021,38.596,33.389,4316.226,,,4334.306,4372.902,4406.291
0 days 01:14:56.276000,RUS,63,0 days 00:01:30.044000,11.0,1.0,,,0 days 00:00:18.029000,0 days 00:00:38.644000,0 days 00:00:33.371000,0 days 01:13:44.320000,0 days 01:14:22.964000,0 days 01:14:56.335000,285.0,302.0,208.0,310.0,False,MEDIUM,11.0,True,Mercedes,0 days 01:13:26.232000,2025-12-07 13:18:33.295,1,5.0,False,,False,True,90.044,18.029,38.644,33.371,4406.232,,,4424.32,4462.964,4496.335
0 days 01:16:26.371000,RUS,63,0 days 00:01:30.095000,12.0,1.0,,,0 days 00:00:18.003000,0 days 00:00:38.600000,0 days 00:00:33.492000,0 days 01:15:14.338000,0 days 01:15:52.938000,0 days 01:16:26.430000,288.0,303.0,210.0,311.0,False,MEDIUM,12.0,True,Mercedes,0 days 01:14:56.276000,2025-12-07 13:20:03.339,1,5.0,False,,False,True,90.095,18.003,38.6,33.492,4496.276,,,4514.338,4552.938,4586.43
0 days 01:17:56.431000,RUS,63,0 days 00:01:30.060000,13.0,1.0,,,0 days 00:00:18.025000,0 days 00:00:38.626000,0 days 00:00:33.409000,0 days 01:16:44.455000,0 days 01:17:23.081000,0 days 01:17:56.490000,287.0,302.0,211.0,311.0,False,MEDIUM,13.0,True,Mercedes,0 days 01:16:26.371000,2025-12-07 13:21:33.434,1,5.0,False,,False,True,90.06,18.025,38.626,33.409,4586.371,,,4604.455,4643.081,4676.49
0 days 01:19:28.512000,RUS,63,0 days 00:01:32.081000,14.0,1.0,,0 days 01:19:27.532000,0 days 00:00:18.104000,0 days 00:00:38.906000,0 days 00:00:35.071000,0 days 01:18:14.594000,0 days 01:18:53.500000,0 days 01:19:28.571000,286.0,303.0,,309.0,False,MEDIUM,14.0,True,Mercedes,0 days 01:17:56.431000,2025-12-07 13:23:03.494,1,6.0,False,,False,False,92.081,18.104,38.906,35.071,4676.431,4767.532,,4694.594,4733.5,4768.571
0 days 01:21:17.965000,RUS,63,0 days 00:01:49.453000,15.0,2.0,0 days 01:19:49.553000,,0 days 00:00:38.526000,0 days 00:00:37.930000,0 days 00:00:32.997000,0 days 01:20:07.097000,0 days 01:20:45.027000,0 days 01:21:18.024000,287.0,301.0,214.0,313.0,False,HARD,1.0,True,Mercedes,0 days 01:19:28.512000,2025-12-07 13:24:35.575,1,13.0,False,,False,False,109.453,38.526,37.93,32.997,4768.512,,4789.553,4807.097,4845.027,4878.024
0 days 01:22:46.613000,RUS,63,0 days 00:01:28.648000,16.0,2.0,,,0 days 00:00:17.839000,0 days 00:00:38.094000,0 days 00:00:32.715000,0 days 01:21:35.863000,0 days 01:22:13.957000,0 days 01:22:46.672000,,299.0,213.0,305.0,True,HARD,2.0,True,Mercedes,0 days 01:21:17.965000,2025-12-07 13:26:25.028,1,12.0,False,,False,True,88.648,17.839,38.094,32.715,4877.965,,,4895.863,4933.957,4966.672
0 days 01:24:16.648000,RUS,63,0 days 00:01:30.035000,17.0,2.0,,,0 days 00:00:17.825000,0 days 00:00:38.209000,0 days 00:00:34.001000,0 days 01:23:04.497000,0 days 01:23:42.706000,0 days 01:24:16.707000,291.0,323.0,211.0,336.0,False,HARD,3.0,True,Mercedes,0 days 01:22:46.613000,2025-12-07 13:27:53.676,1,11.0,False,,False,True,90.035,17.825,38.209,34.001,4966.613,,,4984.497,5022.706,5056.707
0 days 01:25:46.505000,RUS,63,0 days 00:01:29.857000,18.0,2.0,,,0 days 00:00:18.180000,0 days 00:00:38.354000,0 days 00:00:33.323000,0 days 01:24:34.887000,0 days 01:25:13.241000,0 days 01:25:46.564000,286.0,308.0,211.0,310.0,False,HARD,4.0,True,Mercedes,0 days 01:24:16.648000,2025-12-07 13:29:23.711,1,11.0,False,,False,True,89.857,18.18,38.354,33.323,5056.648,,,5074.887,5113.241,5146.564
0 days 01:27:16.696000,RUS,63,0 days 00:01:30.191000,19.0,2.0,,,0 days 00:00:18.090000,0 days 00:00:38.385000,0 days 00:00:33.716000,0 days 01:26:04.654000,0 days 01:26:43.039000,0 days 01:27:16.755000,287.0,313.0,209.0,312.0,False,HARD,5.0,True,Mercedes,0 days 01:25:46.505000,2025-12-07 13:30:53.568,1,10.0,False,,False,True,90.191,18.09,38.385,33.716,5146.505,,,5164.654,5203.039,5236.755
0 days 01:28:46.982000,RUS,63,0 days 00:01:30.286000,20.0,2.0,,,0 days 00:00:18.156000,0 days 00:00:38.197000,0 days 00:00:33.933000,0 days 01:27:34.911000,0 days 01:28:13.108000,0 days 01:28:47.041000,290.0,309.0,211.0,330.0,False,HARD,6.0,True,Mercedes,0 days 01:27:16.696000,2025-12-07 13:32:23.759,1,8.0,False,,False,True,90.286,18.156,38.197,33.933,5236.696,,,5254.911,5293.108,5327.041
0 days 01:30:17.047000,RUS,63,0 days 00:01:30.065000,21.0,2.0,,,0 days 00:00:18.168000,0 days 00:00:38.395000,0 days 00:00:33.502000,0 days 01:29:05.209000,0 days 01:29:43.604000,0 days 01:30:17.106000,291.0,300.0,211.0,313.0,False,HARD,7.0,True,Mercedes,0 days 01:28:46.982000,2025-12-07 13:33:54.045,1,6.0,False,,False,True,90.065,18.168,38.395,33.502,5326.982,,,5345.209,5383.604,5417.106
0 days 01:31:46.446000,RUS,63,0 days 00:01:29.399000,22.0,2.0,,,0 days 00:00:17.988000,0 days 00:00:38.368000,0 days 00:00:33.043000,0 days 01:30:35.094000,0 days 01:31:13.462000,0 days 01:31:46.505000,287.0,305.0,210.0,309.0,False,HARD,8.0,True,Mercedes,0 days 01:30:17.047000,2025-12-07 13:35:24.110,1,6.0,False,,False,True,89.399,17.988,38.368,33.043,5417.047,,,5435.094,5473.462,5506.505
0 days 01:33:16.094000,RUS,63,0 days 00:01:29.648000,23.0,2.0,,,0 days 00:00:18.042000,0 days 00:00:38.375000,0 days 00:00:33.231000,0 days 01:32:04.547000,0 days 01:32:42.922000,0 days 01:33:16.153000,286.0,304.0,211.0,311.0,False,HARD,9.0,True,Mercedes,0 days 01:31:46.446000,2025-12-07 13:36:53.509,1,6.0,False,,False,True,89.648,18.042,38.375,33.231,5506.446,,,5524.547,5562.922,5596.153
0 days 01:34:45.683000,RUS,63,0 days 00:01:29.589000,24.0,2.0,,,0 days 00:00:18.043000,0 days 00:00:38.395000,0 days 00:00:33.151000,0 days 01:33:34.196000,0 days 01:34:12.591000,0 days 01:34:45.742000,287.0,306.0,211.0,310.0,False,HARD,10.0,True,Mercedes,0 days 01:33:16.094000,2025-12-07 13:38:23.157,1,6.0,False,,False,True,89.589,18.043,38.395,33.151,5596.094,,,5614.196,5652.591,5685.742
0 days 01:36:15.003000,RUS,63,0 days 00:01:29.320000,25.0,2.0,,,0 days 00:00:17.886000,0 days 00:00:38.312000,0 days 00:00:33.122000,0 days 01:35:03.628000,0 days 01:35:41.940000,0 days 01:36:15.062000,289.0,306.0,211.0,311.0,False,HARD,11.0,True,Mercedes,0 days 01:34:45.683000,2025-12-07 13:39:52.746,1,6.0,False,,False,True,89.32,17.886,38.312,33.122,5685.683,,,5703.628,5741.94,5775.062
0 days 01:37:44.434000,RUS,63,0 days 00:01:29.431000,26.0,2.0,,,0 days 00:00:17.912000,0 days 00:00:38.450000,0 days 00:00:33.069000,0 days 01:36:32.974000,0 days 01:37:11.424000,0 days 01:37:44.493000,287.0,306.0,212.0,314.0,False,HARD,12.0,True,Mercedes,0 days 01:36:15.003000,2025-12-07 13:41:22.066,1,6.0,False,,False,True,89.431,17.912,38.45,33.069,5775.003,,,5792.974,5831.424,5864.493
0 days 01:39:14.116000,RUS,63,0 days 00:01:29.682000,27.0,2.0,,,0 days 00:00:17.904000,0 days 00:00:38.400000,0 days 00:00:33.378000,0 days 01:38:02.397000,0 days 01:38:40.797000,0 days 01:39:14.175000,288.0,306.0,213.0,312.0,False,HARD,13.0,True,Mercedes,0 days 01:37:44.434000,2025-12-07 13:42:51.497,1,6.0,False,,False,True,89.682,17.904,38.4,33.378,5864.434,,,5882.397,5920.797,5954.175
0 days 01:40:43.866000,RUS,63,0 days 00:01:29.750000,28.0,2.0,,,0 days 00:00:17.906000,0 days 00:00:37.849000,0 days 00:00:33.995000,0 days 01:39:32.081000,0 days 01:40:09.930000,0 days 01:40:43.925000,290.0,324.0,211.0,327.0,False,HARD,14.0,True,Mercedes,0 days 01:39:14.116000,2025-12-07 13:44:21.179,1,6.0,False,,False,True,89.75,17.906,37.849,33.995,5954.116,,,5972.081,6009.93,6043.925
0 days 01:42:12.684000,RUS,63,0 days 00:01:28.818000,29.0,2.0,,,0 days 00:00:17.902000,0 days 00:00:37.930000,0 days 00:00:32.986000,0 days 01:41:01.827000,0 days 01:41:39.757000,0 days 01:42:12.743000,291.0,320.0,213.0,325.0,False,HARD,15.0,True,Mercedes,0 days 01:40:43.866000,2025-12-07 13:45:50.929,1,5.0,False,,False,True,88.818,17.902,37.93,32.986,6043.866,,,6061.827,6099.757,6132.743
0 days 01:43:41.694000,RUS,63,0 days 00:01:29.010000,30.0,2.0,,,0 days 00:00:17.769000,0 days 00:00:38.386000,0 days 00:00:32.855000,0 days 01:42:30.512000,0 days 01:43:08.898000,0 days 01:43:41.753000,288.0,298.0,212.0,305.0,False,HARD,16.0,True,Mercedes,0 days 01:42:12.684000,2025-12-07 13:47:19.747,1,5.0,False,,False,True,89.01,17.769,38.386,32.855,6132.684,,,6150.512,6188.898,6221.753
0 days 01:45:10.838000,RUS,63,0 days 00:01:29.144000,31.0,2.0,,,0 days 00:00:17.776000,0 days 00:00:38.380000,0 days 00:00:32.988000,0 days 01:43:59.529000,0 days 01:44:37.909000,0 days 01:45:10.897000,289.0,300.0,213.0,306.0,False,HARD,17.0,True,Mercedes,0 days 01:43:41.694000,2025-12-07 13:48:48.757,1,5.0,False,,False,True,89.144,17.776,38.38,32.988,6221.694,,,6239.529,6277.909,6310.897
0 days 01:46:40.004000,RUS,63,0 days 00:01:29.166000,32.0,2.0,,,0 days 00:00:17.764000,0 days 00:00:38.336000,0 days 00:00:33.066000,0 days 01:45:28.661000,0 days 01:46:06.997000,0 days 01:46:40.063000,288.0,304.0,214.0,311.0,False,HARD,18.0,True,Mercedes,0 days 01:45:10.838000,2025-12-07 13:50:17.901,1,5.0,False,,False,True,89.166,17.764,38.336,33.066,6310.838,,,6328.661,6366.997,6400.063
0 days 01:48:09.702000,RUS,63,0 days 00:01:29.698000,33.0,2.0,,,0 days 00:00:17.837000,0 days 00:00:38.770000,0 days 00:00:33.091000,0 days 01:46:57.900000,0 days 01:47:36.670000,0 days 01:48:09.761000,,304.0,213.0,311.0,False,HARD,19.0,True,Mercedes,0 days 01:46:40.004000,2025-12-07 13:51:47.067,1,5.0,False,,False,True,89.698,17.837,38.77,33.091,6400.004,,,6417.9,6456.67,6489.761
0 days 01:49:39.187000,RUS,63,0 days 00:01:29.485000,34.0,2.0,,,0 days 00:00:17.848000,0 days 00:00:38.601000,0 days 00:00:33.036000,0 days 01:48:27.609000,0 days 01:49:06.210000,0 days 01:49:39.246000,289.0,302.0,212.0,310.0,False,HARD,20.0,True,Mercedes,0 days 01:48:09.702000,2025-12-07 13:53:16.765,1,5.0,False,,False,True,89.485,17.848,38.601,33.036,6489.702,,,6507.609,6546.21,6579.246
0 days 01:51:08.592000,RUS,63,0 days 00:01:29.405000,35.0,2.0,,,0 days 00:00:17.902000,0 days 00:00:38.533000,0 days 00:00:32.970000,0 days 01:49:57.148000,0 days 01:50:35.681000,0 days 01:51:08.651000,,303.0,213.0,310.0,False,HARD,21.0,True,Mercedes,0 days 01:49:39.187000,2025-12-07 13:54:46.250,1,5.0,False,,False,True,89.405,17.902,38.533,32.97,6579.187,,,6597.148,6635.681,6668.651
0 days 01:52:37.969000,RUS,63,0 days 00:01:29.377000,36.0,2.0,,,0 days 00:00:17.768000,0 days 00:00:38.585000,0 days 00:00:33.024000,0 days 01:51:26.419000,0 days 01:52:05.004000,0 days 01:52:38.028000,,303.0,211.0,311.0,False,HARD,22.0,True,Mercedes,0 days 01:51:08.592000,2025-12-07 13:56:15.655,1,5.0,False,,False,True,89.377,17.768,38.585,33.024,6668.592,,,6686.419,6725.004,6758.028
0 days 01:54:07.317000,RUS,63,0 days 00:01:29.348000,37.0,2.0,,,0 days 00:00:17.811000,0 days 00:00:38.486000,0 days 00:00:33.051000,0 days 01:52:55.839000,0 days 01:53:34.325000,0 days 01:54:07.376000,290.0,303.0,214.0,309.0,False,HARD,23.0,True,Mercedes,0 days 01:52:37.969000,2025-12-07 13:57:45.032,1,5.0,False,,False,True,89.348,17.811,38.486,33.051,6757.969,,,6775.839,6814.325,6847.376
0 days 01:55:36.381000,RUS,63,0 days 00:01:29.064000,38.0,2.0,,,0 days 00:00:17.765000,0 days 00:00:38.447000,0 days 00:00:32.852000,0 days 01:54:25.141000,0 days 01:55:03.588000,0 days 01:55:36.440000,289.0,302.0,215.0,310.0,False,HARD,24.0,True,Mercedes,0 days 01:54:07.317000,2025-12-07 13:59:14.380,1,5.0,False,,False,True,89.064,17.765,38.447,32.852,6847.317,,,6865.141,6903.588,6936.44
0 days 01:57:05.538000,RUS,63,0 days 00:01:29.157000,39.0,2.0,,,0 days 00:00:17.761000,0 days 00:00:38.362000,0 days 00:00:33.034000,0 days 01:55:54.201000,0 days 01:56:32.563000,0 days 01:57:05.597000,290.0,304.0,213.0,311.0,False,HARD,25.0,True,Mercedes,0 days 01:55:36.381000,2025-12-07 14:00:43.444,1,5.0,False,,False,True,89.157,17.761,38.362,33.034,6936.381,,,6954.201,6992.563,7025.597
0 days 01:58:34.816000,RUS,63,0 days 00:01:29.278000,40.0,2.0,,,0 days 00:00:17.824000,0 days 00:00:38.497000,0 days 00:00:32.957000,0 days 01:57:23.421000,0 days 01:58:01.918000,0 days 01:58:34.875000,289.0,304.0,213.0,310.0,False,HARD,26.0,True,Mercedes,0 days 01:57:05.538000,2025-12-07 14:02:12.601,1,4.0,False,,False,True,89.278,17.824,38.497,32.957,7025.538,,,7043.421,7081.918,7114.875
0 days 02:00:04.116000,RUS,63,0 days 00:01:29.300000,41.0,2.0,,,0 days 00:00:17.742000,0 days 00:00:38.520000,0 days 00:00:33.038000,0 days 01:58:52.617000,0 days 01:59:31.137000,0 days 02:00:04.175000,291.0,305.0,213.0,309.0,False,HARD,27.0,True,Mercedes,0 days 01:58:34.816000,2025-12-07 14:03:41.879,1,4.0,False,,False,True,89.3,17.742,38.52,33.038,7114.816,,,7132.617,7171.137,7204.175
0 days 02:01:34.097000,RUS,63,0 days 00:01:29.981000,42.0,2.0,,,0 days 00:00:17.768000,0 days 00:00:38.523000,0 days 00:00:33.690000,0 days 02:00:21.943000,0 days 02:01:00.466000,0 days 02:01:34.156000,,314.0,212.0,309.0,False,HARD,28.0,True,Mercedes,0 days 02:00:04.116000,2025-12-07 14:05:11.179,1,5.0,False,,False,True,89.981,17.768,38.523,33.69,7204.116,,,7221.943,7260.466,7294.156
0 days 02:03:03.554000,RUS,63,0 days 00:01:29.457000,43.0,2.0,,,0 days 00:00:17.784000,0 days 00:00:38.555000,0 days 00:00:33.118000,0 days 02:01:51.940000,0 days 02:02:30.495000,0 days 02:03:03.613000,293.0,305.0,213.0,313.0,False,HARD,29.0,True,Mercedes,0 days 02:01:34.097000,2025-12-07 14:06:41.160,1,5.0,False,,False,True,89.457,17.784,38.555,33.118,7294.097,,,7311.94,7350.495,7383.613
0 days 02:04:32.372000,RUS,63,0 days 00:01:28.818000,44.0,2.0,,,0 days 00:00:17.701000,0 days 00:00:38.267000,0 days 00:00:32.850000,0 days 02:03:21.314000,0 days 02:03:59.581000,0 days 02:04:32.431000,,304.0,213.0,313.0,False,HARD,30.0,True,Mercedes,0 days 02:03:03.554000,2025-12-07 14:08:10.617,1,5.0,False,,False,True,88.818,17.701,38.267,32.85,7383.554,,,7401.314,7439.581,7472.431
0 days 02:06:01.504000,RUS,63,0 days 00:01:29.132000,45.0,2.0,,,0 days 00:00:17.737000,0 days 00:00:38.429000,0 days 00:00:32.966000,0 days 02:04:50.168000,0 days 02:05:28.597000,0 days 02:06:01.563000,291.0,300.0,213.0,309.0,False,HARD,31.0,True,Mercedes,0 days 02:04:32.372000,2025-12-07 14:09:39.435,1,5.0,False,,False,True,89.132,17.737,38.429,32.966,7472.372,,,7490.168,7528.597,7561.563
0 days 02:07:30.448000,RUS,63,0 days 00:01:28.944000,46.0,2.0,,,0 days 00:00:17.711000,0 days 00:00:38.387000,0 days 00:00:32.846000,0 days 02:06:19.274000,0 days 02:06:57.661000,0 days 02:07:30.507000,,303.0,212.0,312.0,False,HARD,32.0,True,Mercedes,0 days 02:06:01.504000,2025-12-07 14:11:08.567,1,5.0,False,,False,True,88.944,17.711,38.387,32.846,7561.504,,,7579.274,7617.661,7650.507
0 days 02:08:59.510000,RUS,63,0 days 00:01:29.062000,47.0,2.0,,,0 days 00:00:17.735000,0 days 00:00:38.370000,0 days 00:00:32.957000,0 days 02:07:48.242000,0 days 02:08:26.612000,0 days 02:08:59.569000,,304.0,213.0,312.0,False,HARD,33.0,True,Mercedes,0 days 02:07:30.448000,2025-12-07 14:12:37.511,1,5.0,False,,False,True,89.062,17.735,38.37,32.957,7650.448,,,7668.242,7706.612,7739.569
0 days 02:10:28.432000,RUS,63,0 days 00:01:28.922000,48.0,2.0,,,0 days 00:00:17.745000,0 days 00:00:38.402000,0 days 00:00:32.775000,0 days 02:09:17.314000,0 days 02:09:55.716000,0 days 02:10:28.491000,292.0,304.0,214.0,312.0,False,HARD,34.0,True,Mercedes,0 days 02:08:59.510000,2025-12-07 14:14:06.573,1,5.0,False,,False,True,88.922,17.745,38.402,32.775,7739.51,,,7757.314,7795.716,7828.491
0 days 02:11:57.205000,RUS,63,0 days 00:01:28.773000,49.0,2.0,,,0 days 00:00:17.751000,0 days 00:00:38.288000,0 days 00:00:32.734000,0 days 02:10:46.242000,0 days 02:11:24.530000,0 days 02:11:57.264000,,303.0,214.0,312.0,False,HARD,35.0,True,Mercedes,0 days 02:10:28.432000,2025-12-07 14:15:35.495,1,5.0,False,,False,True,88.773,17.751,38.288,32.734,7828.432,,,7846.242,7884.53,7917.264
0 days 02:13:26.293000,RUS,63,0 days 00:01:29.088000,50.0,2.0,,,0 days 00:00:17.688000,0 days 00:00:38.353000,0 days 00:00:33.047000,0 days 02:12:14.952000,0 days 02:12:53.305000,0 days 02:13:26.352000,291.0,304.0,213.0,311.0,False,HARD,36.0,True,Mercedes,0 days 02:11:57.205000,2025-12-07 14:17:04.268,1,5.0,False,,False,True,89.088,17.688,38.353,33.047,7917.205,,,7934.952,7973.305,8006.352
0 days 02:14:55.082000,RUS,63,0 days 00:01:28.789000,51.0,2.0,,,0 days 00:00:17.738000,0 days 00:00:38.280000,0 days 00:00:32.771000,0 days 02:13:44.090000,0 days 02:14:22.370000,0 days 02:14:55.141000,,304.0,215.0,312.0,False,HARD,37.0,True,Mercedes,0 days 02:13:26.293000,2025-12-07 14:18:33.356,1,5.0,False,,False,True,88.789,17.738,38.28,32.771,8006.293,,,8024.09,8062.37,8095.141
0 days 02:16:24.123000,RUS,63,0 days 00:01:29.041000,52.0,2.0,,,0 days 00:00:17.628000,0 days 00:00:38.424000,0 days 00:00:32.989000,0 days 02:15:12.769000,0 days 02:15:51.193000,0 days 02:16:24.182000,293.0,303.0,215.0,312.0,False,HARD,38.0,True,Mercedes,0 days 02:14:55.082000,2025-12-07 14:20:02.145,1,5.0,False,,False,True,89.041,17.628,38.424,32.989,8095.082,,,8112.769,8151.193,8184.182
0 days 02:17:52.954000,RUS,63,0 days 00:01:28.831000,53.0,2.0,,,0 days 00:00:17.668000,0 days 00:00:38.336000,0 days 00:00:32.827000,0 days 02:16:41.850000,0 days 02:17:20.186000,0 days 02:17:53.013000,291.0,304.0,214.0,311.0,False,HARD,39.0,True,Mercedes,0 days 02:16:24.123000,2025-12-07 14:21:31.186,1,5.0,False,,False,True,88.831,17.668,38.336,32.827,8184.123,,,8201.85,8240.186,8273.013
0 days 02:19:21.655000,RUS,63,0 days 00:01:28.701000,54.0,2.0,,,0 days 00:00:17.685000,0 days 00:00:38.343000,0 days 00:00:32.673000,0 days 02:18:10.698000,0 days 02:18:49.041000,0 days 02:19:21.714000,,304.0,213.0,312.0,False,HARD,40.0,True,Mercedes,0 days 02:17:52.954000,2025-12-07 14:23:00.017,1,5.0,False,,False,True,88.701,17.685,38.343,32.673,8272.954,,,8290.698,8329.041,8361.714
0 days 02:20:50.479000,RUS,63,0 days 00:01:28.824000,55.0,2.0,,,0 days 00:00:17.642000,0 days 00:00:38.366000,0 days 00:00:32.816000,0 days 02:19:39.356000,0 days 02:20:17.722000,0 days 02:20:50.538000,292.0,304.0,214.0,310.0,False,HARD,41.0,True,Mercedes,0 days 02:19:21.655000,2025-12-07 14:24:28.718,1,5.0,False,,False,True,88.824,17.642,38.366,32.816,8361.655,,,8379.356,8417.722,8450.538
0 days 02:22:19.314000,RUS,63,0 days 00:01:28.835000,56.0,2.0,,,0 days 00:00:17.726000,0 days 00:00:38.315000,0 days 00:00:32.794000,0 days 02:21:08.264000,0 days 02:21:46.579000,0 days 02:22:19.373000,291.0,304.0,214.0,312.0,False,HARD,42.0,True,Mercedes,0 days 02:20:50.479000,2025-12-07 14:25:57.542,1,5.0,False,,False,True,88.835,17.726,38.315,32.794,8450.479,,,8468.264,8506.579,8539.373
0 days 02:23:47.913000,RUS,63,0 days 00:01:28.599000,57.0,2.0,,,0 days 00:00:17.616000,0 days 00:00:38.180000,0 days 00:00:32.803000,0 days 02:22:36.989000,0 days 02:23:15.169000,0 days 02:23:47.972000,292.0,305.0,213.0,313.0,True,HARD,43.0,True,Mercedes,0 days 02:22:19.314000,2025-12-07 14:27:26.377,1,5.0,False,,False,True,88.599,17.616,38.18,32.803,8539.314,,,8556.989,8595.169,8627.972
