Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_seconds,Sector1Time_seconds,Sector2Time_seconds,Sector3Time_seconds,LapStartTime_seconds,PitInTime_seconds,PitOutTime_seconds,Sector1SessionTime_seconds,Sector2SessionTime_seconds,Sector3SessionTime_seconds
0 days 01:13:33.760000,BEA,87,0 days 00:01:30.754000,10.0,1.0,,,0 days 00:00:18.147000,0 days 00:00:38.373000,0 days 00:00:34.234000,0 days 01:12:21.236000,0 days 01:12:59.609000,0 days 01:13:33.843000,285.0,312.0,210.0,323.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 01:12:03.006000,2025-12-07 13:17:10.069,1,12.0,False,,False,True,90.754,18.147,38.373,34.234,4323.006,,,4341.236,4379.609,4413.843
0 days 01:15:04.663000,BEA,87,0 days 00:01:30.903000,11.0,1.0,,,0 days 00:00:18.156000,0 days 00:00:38.500000,0 days 00:00:34.247000,0 days 01:13:51.999000,0 days 01:14:30.499000,0 days 01:15:04.746000,284.0,310.0,208.0,327.0,False,MEDIUM,11.0,True,Haas F1 Team,0 days 01:13:33.760000,2025-12-07 13:18:40.823,1,12.0,True,TRACK LIMITS AT TURN 1 LAP 11 ,False,True,90.903,18.156,38.5,34.247,4413.76,,,4431.999,4470.499,4504.746
0 days 01:16:35.680000,BEA,87,0 days 00:01:31.017000,12.0,1.0,,,0 days 00:00:18.166000,0 days 00:00:38.817000,0 days 00:00:34.034000,0 days 01:15:22.912000,0 days 01:16:01.729000,0 days 01:16:35.763000,285.0,299.0,209.0,313.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 01:15:04.663000,2025-12-07 13:20:11.726,1,12.0,False,,False,True,91.017,18.166,38.817,34.034,4504.663,,,4522.912,4561.729,4595.763
0 days 01:18:06.740000,BEA,87,0 days 00:01:31.060000,13.0,1.0,,,0 days 00:00:18.118000,0 days 00:00:38.960000,0 days 00:00:33.982000,0 days 01:16:53.881000,0 days 01:17:32.841000,0 days 01:18:06.823000,,295.0,211.0,313.0,False,MEDIUM,13.0,True,Haas F1 Team,0 days 01:16:35.680000,2025-12-07 13:21:42.743,1,12.0,False,,False,True,91.06,18.118,38.96,33.982,4595.68,,,4613.881,4652.841,4686.823
0 days 01:19:39.408000,BEA,87,0 days 00:01:32.668000,14.0,1.0,,0 days 01:19:38.498000,0 days 00:00:18.137000,0 days 00:00:38.453000,0 days 00:00:36.078000,0 days 01:18:24.960000,0 days 01:19:03.413000,0 days 01:19:39.491000,286.0,315.0,,325.0,False,MEDIUM,14.0,True,Haas F1 Team,0 days 01:18:06.740000,2025-12-07 13:23:13.803,1,14.0,False,,False,False,92.668,18.137,38.453,36.078,4686.74,4778.498,,4704.96,4743.413,4779.491
0 days 01:21:29.657000,BEA,87,0 days 00:01:50.249000,15.0,2.0,0 days 01:20:00.692000,,0 days 00:00:38.628000,0 days 00:00:38.762000,0 days 00:00:32.859000,0 days 01:20:18.119000,0 days 01:20:56.881000,0 days 01:21:29.740000,285.0,292.0,213.0,303.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:19:39.408000,2025-12-07 13:24:46.471,1,19.0,False,,False,False,110.249,38.628,38.762,32.859,4779.408,,4800.692,4818.119,4856.881,4889.74
0 days 01:22:58.920000,BEA,87,0 days 00:01:29.263000,16.0,2.0,,,0 days 00:00:18.078000,0 days 00:00:38.394000,0 days 00:00:32.791000,0 days 01:21:47.818000,0 days 01:22:26.212000,0 days 01:22:59.003000,286.0,293.0,212.0,306.0,True,HARD,2.0,True,Haas F1 Team,0 days 01:21:29.657000,2025-12-07 13:26:36.720,1,18.0,False,,False,True,89.263,18.078,38.394,32.791,4889.657,,,4907.818,4946.212,4979.003
0 days 01:24:28.783000,BEA,87,0 days 00:01:29.863000,17.0,2.0,,,0 days 00:00:18.214000,0 days 00:00:38.618000,0 days 00:00:33.031000,0 days 01:23:17.217000,0 days 01:23:55.835000,0 days 01:24:28.866000,283.0,295.0,211.0,307.0,False,HARD,3.0,True,Haas F1 Team,0 days 01:22:58.920000,2025-12-07 13:28:05.983,1,18.0,False,,False,True,89.863,18.214,38.618,33.031,4978.92,,,4997.217,5035.835,5068.866
0 days 01:25:58.316000,BEA,87,0 days 00:01:29.533000,18.0,2.0,,,0 days 00:00:18.093000,0 days 00:00:38.374000,0 days 00:00:33.066000,0 days 01:24:46.959000,0 days 01:25:25.333000,0 days 01:25:58.399000,287.0,298.0,211.0,311.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:24:28.783000,2025-12-07 13:29:35.846,1,18.0,False,,False,True,89.533,18.093,38.374,33.066,5068.783,,,5086.959,5125.333,5158.399
0 days 01:27:28.238000,BEA,87,0 days 00:01:29.922000,19.0,2.0,,,0 days 00:00:18.145000,0 days 00:00:38.502000,0 days 00:00:33.275000,0 days 01:26:16.544000,0 days 01:26:55.046000,0 days 01:27:28.321000,285.0,295.0,211.0,310.0,False,HARD,5.0,True,Haas F1 Team,0 days 01:25:58.316000,2025-12-07 13:31:05.379,1,17.0,False,,False,True,89.922,18.145,38.502,33.275,5158.316,,,5176.544,5215.046,5248.321
0 days 01:28:58.025000,BEA,87,0 days 00:01:29.787000,20.0,2.0,,,0 days 00:00:18.179000,0 days 00:00:38.501000,0 days 00:00:33.107000,0 days 01:27:46.500000,0 days 01:28:25.001000,0 days 01:28:58.108000,286.0,296.0,211.0,309.0,False,HARD,6.0,True,Haas F1 Team,0 days 01:27:28.238000,2025-12-07 13:32:35.301,1,16.0,False,,False,True,89.787,18.179,38.501,33.107,5248.238,,,5266.5,5305.001,5338.108
0 days 01:30:27.670000,BEA,87,0 days 00:01:29.645000,21.0,2.0,,,0 days 00:00:18.009000,0 days 00:00:38.375000,0 days 00:00:33.261000,0 days 01:29:16.117000,0 days 01:29:54.492000,0 days 01:30:27.753000,288.0,301.0,211.0,311.0,False,HARD,7.0,True,Haas F1 Team,0 days 01:28:58.025000,2025-12-07 13:34:05.088,1,16.0,False,,False,True,89.645,18.009,38.375,33.261,5338.025,,,5356.117,5394.492,5427.753
0 days 01:31:57.143000,BEA,87,0 days 00:01:29.473000,22.0,2.0,,,0 days 00:00:17.871000,0 days 00:00:37.998000,0 days 00:00:33.604000,0 days 01:30:45.624000,0 days 01:31:23.622000,0 days 01:31:57.226000,289.0,311.0,214.0,325.0,False,HARD,8.0,True,Haas F1 Team,0 days 01:30:27.670000,2025-12-07 13:35:34.733,1,15.0,False,,False,True,89.473,17.871,37.998,33.604,5427.67,,,5445.624,5483.622,5517.226
0 days 01:33:28.077000,BEA,87,0 days 00:01:30.934000,23.0,2.0,,,0 days 00:00:17.815000,0 days 00:00:38.289000,0 days 00:00:34.830000,0 days 01:32:15.041000,0 days 01:32:53.330000,0 days 01:33:28.160000,286.0,327.0,211.0,336.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:31:57.143000,2025-12-07 13:37:04.206,1,16.0,False,,False,True,90.934,17.815,38.289,34.83,5517.143,,,5535.041,5573.33,5608.16
0 days 01:34:58.187000,BEA,87,0 days 00:01:30.110000,24.0,2.0,,,0 days 00:00:17.979000,0 days 00:00:38.760000,0 days 00:00:33.371000,0 days 01:33:46.139000,0 days 01:34:24.899000,0 days 01:34:58.270000,287.0,302.0,211.0,309.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:33:28.077000,2025-12-07 13:38:35.140,1,16.0,False,,False,True,90.11,17.979,38.76,33.371,5608.077,,,5626.139,5664.899,5698.27
0 days 01:36:27.854000,BEA,87,0 days 00:01:29.667000,25.0,2.0,,,0 days 00:00:18.029000,0 days 00:00:38.388000,0 days 00:00:33.250000,0 days 01:35:16.299000,0 days 01:35:54.687000,0 days 01:36:27.937000,289.0,300.0,211.0,321.0,False,HARD,11.0,True,Haas F1 Team,0 days 01:34:58.187000,2025-12-07 13:40:05.250,1,15.0,False,,False,True,89.667,18.029,38.388,33.25,5698.187,,,5716.299,5754.687,5787.937
0 days 01:37:57.737000,BEA,87,0 days 00:01:29.883000,26.0,2.0,,,0 days 00:00:17.918000,0 days 00:00:38.740000,0 days 00:00:33.225000,0 days 01:36:45.855000,0 days 01:37:24.595000,0 days 01:37:57.820000,287.0,296.0,212.0,309.0,False,HARD,12.0,True,Haas F1 Team,0 days 01:36:27.854000,2025-12-07 13:41:34.917,1,15.0,False,,False,True,89.883,17.918,38.74,33.225,5787.854,,,5805.855,5844.595,5877.82
0 days 01:39:27.206000,BEA,87,0 days 00:01:29.469000,27.0,2.0,,,0 days 00:00:17.784000,0 days 00:00:38.146000,0 days 00:00:33.539000,0 days 01:38:15.604000,0 days 01:38:53.750000,0 days 01:39:27.289000,288.0,313.0,211.0,327.0,False,HARD,13.0,True,Haas F1 Team,0 days 01:37:57.737000,2025-12-07 13:43:04.800,1,15.0,False,,False,True,89.469,17.784,38.146,33.539,5877.737,,,5895.604,5933.75,5967.289
0 days 01:40:56.697000,BEA,87,0 days 00:01:29.491000,28.0,2.0,,,0 days 00:00:17.946000,0 days 00:00:38.303000,0 days 00:00:33.242000,0 days 01:39:45.235000,0 days 01:40:23.538000,0 days 01:40:56.780000,292.0,325.0,210.0,338.0,False,HARD,14.0,True,Haas F1 Team,0 days 01:39:27.206000,2025-12-07 13:44:34.269,1,14.0,False,,False,True,89.491,17.946,38.303,33.242,5967.206,,,5985.235,6023.538,6056.78
0 days 01:42:26.692000,BEA,87,0 days 00:01:29.995000,29.0,2.0,,,0 days 00:00:17.959000,0 days 00:00:38.651000,0 days 00:00:33.385000,0 days 01:41:14.739000,0 days 01:41:53.390000,0 days 01:42:26.775000,287.0,299.0,211.0,311.0,False,HARD,15.0,True,Haas F1 Team,0 days 01:40:56.697000,2025-12-07 13:46:03.760,1,14.0,False,,False,True,89.995,17.959,38.651,33.385,6056.697,,,6074.739,6113.39,6146.775
0 days 01:43:56.455000,BEA,87,0 days 00:01:29.763000,30.0,2.0,,,0 days 00:00:17.917000,0 days 00:00:38.023000,0 days 00:00:33.823000,0 days 01:42:44.692000,0 days 01:43:22.715000,0 days 01:43:56.538000,288.0,319.0,210.0,325.0,False,HARD,16.0,True,Haas F1 Team,0 days 01:42:26.692000,2025-12-07 13:47:33.755,1,14.0,False,,False,True,89.763,17.917,38.023,33.823,6146.692,,,6164.692,6202.715,6236.538
0 days 01:45:27.647000,BEA,87,0 days 00:01:31.192000,31.0,2.0,,,0 days 00:00:18.172000,0 days 00:00:38.454000,0 days 00:00:34.566000,0 days 01:44:14.710000,0 days 01:44:53.164000,0 days 01:45:27.730000,287.0,312.0,212.0,321.0,False,HARD,17.0,True,Haas F1 Team,0 days 01:43:56.455000,2025-12-07 13:49:03.518,1,14.0,False,,False,True,91.192,18.172,38.454,34.566,6236.455,,,6254.71,6293.164,6327.73
0 days 01:46:57.861000,BEA,87,0 days 00:01:30.214000,32.0,2.0,,,0 days 00:00:17.904000,0 days 00:00:38.269000,0 days 00:00:34.041000,0 days 01:45:45.634000,0 days 01:46:23.903000,0 days 01:46:57.944000,293.0,315.0,212.0,329.0,False,HARD,18.0,True,Haas F1 Team,0 days 01:45:27.647000,2025-12-07 13:50:34.710,1,12.0,False,,False,True,90.214,17.904,38.269,34.041,6327.647,,,6345.634,6383.903,6417.944
0 days 01:48:27.291000,BEA,87,0 days 00:01:29.430000,33.0,2.0,,,0 days 00:00:17.919000,0 days 00:00:38.345000,0 days 00:00:33.166000,0 days 01:47:15.863000,0 days 01:47:54.208000,0 days 01:48:27.374000,286.0,323.0,211.0,307.0,False,HARD,19.0,True,Haas F1 Team,0 days 01:46:57.861000,2025-12-07 13:52:04.924,1,10.0,False,,False,True,89.43,17.919,38.345,33.166,6417.861,,,6435.863,6474.208,6507.374
0 days 01:49:56.782000,BEA,87,0 days 00:01:29.491000,34.0,2.0,,,0 days 00:00:17.943000,0 days 00:00:38.570000,0 days 00:00:32.978000,0 days 01:48:45.317000,0 days 01:49:23.887000,0 days 01:49:56.865000,283.0,292.0,210.0,306.0,False,HARD,20.0,True,Haas F1 Team,0 days 01:48:27.291000,2025-12-07 13:53:34.354,1,10.0,False,,False,True,89.491,17.943,38.57,32.978,6507.291,,,6525.317,6563.887,6596.865
0 days 01:51:26.105000,BEA,87,0 days 00:01:29.323000,35.0,2.0,,,0 days 00:00:17.831000,0 days 00:00:38.445000,0 days 00:00:33.047000,0 days 01:50:14.696000,0 days 01:50:53.141000,0 days 01:51:26.188000,287.0,296.0,209.0,310.0,False,HARD,21.0,True,Haas F1 Team,0 days 01:49:56.782000,2025-12-07 13:55:03.845,1,10.0,False,,False,True,89.323,17.831,38.445,33.047,6596.782,,,6614.696,6653.141,6686.188
0 days 01:52:55.560000,BEA,87,0 days 00:01:29.455000,36.0,2.0,,,0 days 00:00:17.923000,0 days 00:00:38.397000,0 days 00:00:33.135000,0 days 01:51:44.111000,0 days 01:52:22.508000,0 days 01:52:55.643000,288.0,297.0,208.0,311.0,False,HARD,22.0,True,Haas F1 Team,0 days 01:51:26.105000,2025-12-07 13:56:33.168,1,10.0,False,,False,True,89.455,17.923,38.397,33.135,6686.105,,,6704.111,6742.508,6775.643
0 days 01:54:24.996000,BEA,87,0 days 00:01:29.436000,37.0,2.0,,,0 days 00:00:17.822000,0 days 00:00:38.360000,0 days 00:00:33.254000,0 days 01:53:13.465000,0 days 01:53:51.825000,0 days 01:54:25.079000,291.0,298.0,212.0,313.0,False,HARD,23.0,True,Haas F1 Team,0 days 01:52:55.560000,2025-12-07 13:58:02.623,1,10.0,False,,False,True,89.436,17.822,38.36,33.254,6775.56,,,6793.465,6831.825,6865.079
0 days 01:55:54.968000,BEA,87,0 days 00:01:29.972000,38.0,2.0,,,0 days 00:00:17.869000,0 days 00:00:38.522000,0 days 00:00:33.581000,0 days 01:54:42.948000,0 days 01:55:21.470000,0 days 01:55:55.051000,290.0,302.0,210.0,313.0,False,HARD,24.0,True,Haas F1 Team,0 days 01:54:24.996000,2025-12-07 13:59:32.059,1,10.0,False,,False,True,89.972,17.869,38.522,33.581,6864.996,,,6882.948,6921.47,6955.051
0 days 01:57:25.010000,BEA,87,0 days 00:01:30.042000,39.0,2.0,,,0 days 00:00:18.092000,0 days 00:00:38.151000,0 days 00:00:33.799000,0 days 01:56:13.143000,0 days 01:56:51.294000,0 days 01:57:25.093000,291.0,319.0,212.0,333.0,False,HARD,25.0,True,Haas F1 Team,0 days 01:55:54.968000,2025-12-07 14:01:02.031,1,10.0,False,,False,True,90.042,18.092,38.151,33.799,6954.968,,,6973.143,7011.294,7045.093
0 days 01:58:55.066000,BEA,87,0 days 00:01:30.056000,40.0,2.0,,,0 days 00:00:17.918000,0 days 00:00:38.106000,0 days 00:00:34.032000,0 days 01:57:43.011000,0 days 01:58:21.117000,0 days 01:58:55.149000,293.0,316.0,213.0,327.0,False,HARD,26.0,True,Haas F1 Team,0 days 01:57:25.010000,2025-12-07 14:02:32.073,1,10.0,False,,False,True,90.056,17.918,38.106,34.032,7045.01,,,7063.011,7101.117,7135.149
0 days 02:00:24.882000,BEA,87,0 days 00:01:29.816000,41.0,2.0,,,0 days 00:00:17.853000,0 days 00:00:38.470000,0 days 00:00:33.493000,0 days 01:59:13.002000,0 days 01:59:51.472000,0 days 02:00:24.965000,294.0,303.0,213.0,343.0,False,HARD,27.0,True,Haas F1 Team,0 days 01:58:55.066000,2025-12-07 14:04:02.129,1,9.0,False,,False,True,89.816,17.853,38.47,33.493,7135.066,,,7153.002,7191.472,7224.965
0 days 02:01:54.222000,BEA,87,0 days 00:01:29.340000,42.0,2.0,,,0 days 00:00:17.845000,0 days 00:00:38.516000,0 days 00:00:32.979000,0 days 02:00:42.810000,0 days 02:01:21.326000,0 days 02:01:54.305000,287.0,298.0,213.0,309.0,False,HARD,28.0,True,Haas F1 Team,0 days 02:00:24.882000,2025-12-07 14:05:31.945,1,9.0,False,,False,True,89.34,17.845,38.516,32.979,7224.882,,,7242.81,7281.326,7314.305
0 days 02:03:23.546000,BEA,87,0 days 00:01:29.324000,43.0,2.0,,,0 days 00:00:17.716000,0 days 00:00:38.569000,0 days 00:00:33.039000,0 days 02:02:12.021000,0 days 02:02:50.590000,0 days 02:03:23.629000,289.0,295.0,212.0,307.0,False,HARD,29.0,True,Haas F1 Team,0 days 02:01:54.222000,2025-12-07 14:07:01.285,1,8.0,False,,False,True,89.324,17.716,38.569,33.039,7314.222,,,7332.021,7370.59,7403.629
0 days 02:04:52.853000,BEA,87,0 days 00:01:29.307000,44.0,2.0,,,0 days 00:00:17.753000,0 days 00:00:38.504000,0 days 00:00:33.050000,0 days 02:03:41.382000,0 days 02:04:19.886000,0 days 02:04:52.936000,291.0,296.0,213.0,309.0,False,HARD,30.0,True,Haas F1 Team,0 days 02:03:23.546000,2025-12-07 14:08:30.609,1,8.0,False,,False,True,89.307,17.753,38.504,33.05,7403.546,,,7421.382,7459.886,7492.936
0 days 02:06:23.049000,BEA,87,0 days 00:01:30.196000,45.0,2.0,,,0 days 00:00:17.772000,0 days 00:00:38.767000,0 days 00:00:33.657000,0 days 02:05:10.708000,0 days 02:05:49.475000,0 days 02:06:23.132000,,314.0,213.0,309.0,False,HARD,31.0,True,Haas F1 Team,0 days 02:04:52.853000,2025-12-07 14:09:59.916,1,9.0,False,,False,True,90.196,17.772,38.767,33.657,7492.853,,,7510.708,7549.475,7583.132
0 days 02:07:52.518000,BEA,87,0 days 00:01:29.469000,46.0,2.0,,,0 days 00:00:17.814000,0 days 00:00:38.246000,0 days 00:00:33.409000,0 days 02:06:40.946000,0 days 02:07:19.192000,0 days 02:07:52.601000,294.0,312.0,213.0,326.0,False,HARD,32.0,True,Haas F1 Team,0 days 02:06:23.049000,2025-12-07 14:11:30.112,1,9.0,False,,False,True,89.469,17.814,38.246,33.409,7583.049,,,7600.946,7639.192,7672.601
0 days 02:09:21.499000,BEA,87,0 days 00:01:28.981000,47.0,2.0,,,0 days 00:00:17.805000,0 days 00:00:38.044000,0 days 00:00:33.132000,0 days 02:08:10.406000,0 days 02:08:48.450000,0 days 02:09:21.582000,293.0,314.0,214.0,326.0,True,HARD,33.0,True,Haas F1 Team,0 days 02:07:52.518000,2025-12-07 14:12:59.581,1,9.0,False,,False,True,88.981,17.805,38.044,33.132,7672.518,,,7690.406,7728.45,7761.582
0 days 02:10:50.805000,BEA,87,0 days 00:01:29.306000,48.0,2.0,,,0 days 00:00:17.793000,0 days 00:00:38.540000,0 days 00:00:32.973000,0 days 02:09:39.375000,0 days 02:10:17.915000,0 days 02:10:50.888000,292.0,296.0,214.0,311.0,False,HARD,34.0,True,Haas F1 Team,0 days 02:09:21.499000,2025-12-07 14:14:28.562,1,9.0,False,,False,True,89.306,17.793,38.54,32.973,7761.499,,,7779.375,7817.915,7850.888
0 days 02:12:20.046000,BEA,87,0 days 00:01:29.241000,49.0,2.0,,,0 days 00:00:17.699000,0 days 00:00:38.422000,0 days 00:00:33.120000,0 days 02:11:08.587000,0 days 02:11:47.009000,0 days 02:12:20.129000,294.0,299.0,214.0,313.0,False,HARD,35.0,True,Haas F1 Team,0 days 02:10:50.805000,2025-12-07 14:15:57.868,1,9.0,False,,False,True,89.241,17.699,38.422,33.12,7850.805,,,7868.587,7907.009,7940.129
0 days 02:13:49.022000,BEA,87,0 days 00:01:28.976000,50.0,2.0,,,0 days 00:00:17.727000,0 days 00:00:38.330000,0 days 00:00:32.919000,0 days 02:12:37.856000,0 days 02:13:16.186000,0 days 02:13:49.105000,291.0,298.0,212.0,314.0,True,HARD,36.0,True,Haas F1 Team,0 days 02:12:20.046000,2025-12-07 14:17:27.109,1,9.0,False,,False,True,88.976,17.727,38.33,32.919,7940.046,,,7957.856,7996.186,8029.105
0 days 02:15:18.268000,BEA,87,0 days 00:01:29.246000,51.0,2.0,,,0 days 00:00:17.780000,0 days 00:00:38.481000,0 days 00:00:32.985000,0 days 02:14:06.885000,0 days 02:14:45.366000,0 days 02:15:18.351000,293.0,296.0,213.0,312.0,False,HARD,37.0,True,Haas F1 Team,0 days 02:13:49.022000,2025-12-07 14:18:56.085,1,9.0,False,,False,True,89.246,17.78,38.481,32.985,8029.022,,,8046.885,8085.366,8118.351
0 days 02:16:47.338000,BEA,87,0 days 00:01:29.070000,52.0,2.0,,,0 days 00:00:17.717000,0 days 00:00:38.425000,0 days 00:00:32.928000,0 days 02:15:36.068000,0 days 02:16:14.493000,0 days 02:16:47.421000,295.0,299.0,211.0,312.0,False,HARD,38.0,True,Haas F1 Team,0 days 02:15:18.268000,2025-12-07 14:20:25.331,1,9.0,False,,False,True,89.07,17.717,38.425,32.928,8118.268,,,8136.068,8174.493,8207.421
0 days 02:18:16.535000,BEA,87,0 days 00:01:29.197000,53.0,2.0,,,0 days 00:00:17.773000,0 days 00:00:38.502000,0 days 00:00:32.922000,0 days 02:17:05.194000,0 days 02:17:43.696000,0 days 02:18:16.618000,293.0,298.0,213.0,312.0,False,HARD,39.0,True,Haas F1 Team,0 days 02:16:47.338000,2025-12-07 14:21:54.401,1,9.0,False,,False,True,89.197,17.773,38.502,32.922,8207.338,,,8225.194,8263.696,8296.618
0 days 02:19:45.811000,BEA,87,0 days 00:01:29.276000,54.0,2.0,,,0 days 00:00:17.729000,0 days 00:00:38.612000,0 days 00:00:32.935000,0 days 02:18:34.347000,0 days 02:19:12.959000,0 days 02:19:45.894000,291.0,297.0,212.0,311.0,False,HARD,40.0,True,Haas F1 Team,0 days 02:18:16.535000,2025-12-07 14:23:23.598,1,9.0,False,,False,True,89.276,17.729,38.612,32.935,8296.535,,,8314.347,8352.959,8385.894
0 days 02:21:14.923000,BEA,87,0 days 00:01:29.112000,55.0,2.0,,,0 days 00:00:17.714000,0 days 00:00:38.504000,0 days 00:00:32.894000,0 days 02:20:03.608000,0 days 02:20:42.112000,0 days 02:21:15.006000,294.0,299.0,212.0,312.0,False,HARD,41.0,True,Haas F1 Team,0 days 02:19:45.811000,2025-12-07 14:24:52.874,1,9.0,False,,False,True,89.112,17.714,38.504,32.894,8385.811,,,8403.608,8442.112,8475.006
0 days 02:22:44.098000,BEA,87,0 days 00:01:29.175000,56.0,2.0,,,0 days 00:00:17.748000,0 days 00:00:38.508000,0 days 00:00:32.919000,0 days 02:21:32.754000,0 days 02:22:11.262000,0 days 02:22:44.181000,292.0,297.0,213.0,309.0,False,HARD,42.0,True,Haas F1 Team,0 days 02:21:14.923000,2025-12-07 14:26:21.986,1,9.0,False,,False,True,89.175,17.748,38.508,32.919,8474.923,,,8492.754,8531.262,8564.181
0 days 02:24:13.078000,BEA,87,0 days 00:01:28.980000,57.0,2.0,,,0 days 00:00:17.691000,0 days 00:00:38.534000,0 days 00:00:32.755000,0 days 02:23:01.872000,0 days 02:23:40.406000,0 days 02:24:13.161000,294.0,296.0,212.0,312.0,False,HARD,43.0,True,Haas F1 Team,0 days 02:22:44.098000,2025-12-07 14:27:51.161,1,9.0,False,,False,True,88.98,17.691,38.534,32.755,8564.098,,,8581.872,8620.406,8653.161
0 days 02:25:44.369000,BEA,87,0 days 00:01:31.291000,58.0,2.0,,,0 days 00:00:17.616000,0 days 00:00:38.576000,0 days 00:00:35.099000,0 days 02:24:30.777000,0 days 02:25:09.353000,0 days 02:25:44.452000,293.0,305.0,211.0,319.0,False,HARD,44.0,True,Haas F1 Team,0 days 02:24:13.078000,2025-12-07 14:29:20.141,1,10.0,False,,False,True,91.291,17.616,38.576,35.099,8653.078,,,8670.777,8709.353,8744.452
0 days 00:59:59.744000,SAI,55,0 days 00:01:39.010000,1.0,1.0,,,,0 days 00:00:39.538000,0 days 00:00:35.634000,,0 days 00:59:24.314000,0 days 00:59:59.851000,278.0,299.0,215.0,295.0,False,MEDIUM,1.0,True,Williams,0 days 00:58:20.522000,2025-12-07 13:03:27.585,1,13.0,False,,False,False,99.01,,39.538,35.634,3500.522,,,,3564.314,3599.851
0 days 01:01:31.728000,SAI,55,0 days 00:01:31.984000,2.0,1.0,,,0 days 00:00:18.613000,0 days 00:00:37.950000,0 days 00:00:35.421000,0 days 01:00:18.399000,0 days 01:00:56.349000,0 days 01:01:31.770000,284.0,321.0,214.0,333.0,True,MEDIUM,2.0,True,Williams,0 days 00:59:59.744000,2025-12-07 13:05:06.807,1,14.0,False,,False,True,91.984,18.613,37.95,35.421,3599.744,,,3618.399,3656.349,3691.77
0 days 01:03:01.847000,SAI,55,0 days 00:01:30.119000,3.0,1.0,,,0 days 00:00:18.309000,0 days 00:00:37.805000,0 days 00:00:34.005000,0 days 01:01:50.079000,0 days 01:02:27.884000,0 days 01:03:01.889000,285.0,297.0,213.0,320.0,True,MEDIUM,3.0,True,Williams,0 days 01:01:31.728000,2025-12-07 13:06:38.791,1,14.0,False,,False,True,90.119,18.309,37.805,34.005,3691.728,,,3710.079,3747.884,3781.889
0 days 01:04:32.676000,SAI,55,0 days 00:01:30.829000,4.0,1.0,,,0 days 00:00:18.170000,0 days 00:00:37.886000,0 days 00:00:34.773000,0 days 01:03:20.059000,0 days 01:03:57.945000,0 days 01:04:32.718000,287.0,293.0,212.0,324.0,False,MEDIUM,4.0,True,Williams,0 days 01:03:01.847000,2025-12-07 13:08:08.910,1,14.0,False,,False,True,90.829,18.17,37.886,34.773,3781.847,,,3800.059,3837.945,3872.718
0 days 01:06:02.900000,SAI,55,0 days 00:01:30.224000,5.0,1.0,,,0 days 00:00:18.300000,0 days 00:00:37.974000,0 days 00:00:33.950000,0 days 01:04:51.018000,0 days 01:05:28.992000,0 days 01:06:02.942000,285.0,305.0,212.0,315.0,False,MEDIUM,5.0,True,Williams,0 days 01:04:32.676000,2025-12-07 13:09:39.739,1,14.0,False,,False,True,90.224,18.3,37.974,33.95,3872.676,,,3891.018,3928.992,3962.942
0 days 01:07:33.174000,SAI,55,0 days 00:01:30.274000,6.0,1.0,,,0 days 00:00:18.213000,0 days 00:00:37.943000,0 days 00:00:34.118000,0 days 01:06:21.155000,0 days 01:06:59.098000,0 days 01:07:33.216000,286.0,311.0,210.0,326.0,False,MEDIUM,6.0,True,Williams,0 days 01:06:02.900000,2025-12-07 13:11:09.963,1,14.0,False,,False,True,90.274,18.213,37.943,34.118,3962.9,,,3981.155,4019.098,4053.216
0 days 01:09:03.553000,SAI,55,0 days 00:01:30.379000,7.0,1.0,,,0 days 00:00:18.353000,0 days 00:00:38.015000,0 days 00:00:34.011000,0 days 01:07:51.569000,0 days 01:08:29.584000,0 days 01:09:03.595000,285.0,316.0,211.0,317.0,False,MEDIUM,7.0,True,Williams,0 days 01:07:33.174000,2025-12-07 13:12:40.237,1,14.0,False,,False,True,90.379,18.353,38.015,34.011,4053.174,,,4071.569,4109.584,4143.595
0 days 01:10:34.111000,SAI,55,0 days 00:01:30.558000,8.0,1.0,,,0 days 00:00:18.320000,0 days 00:00:38.035000,0 days 00:00:34.203000,0 days 01:09:21.915000,0 days 01:09:59.950000,0 days 01:10:34.153000,286.0,300.0,211.0,324.0,False,MEDIUM,8.0,True,Williams,0 days 01:09:03.553000,2025-12-07 13:14:10.616,1,13.0,False,,False,True,90.558,18.32,38.035,34.203,4143.553,,,4161.915,4199.95,4234.153
